,0,1,2,3,4,5,6,7,8,9
2343,"""man""","""first""","""woman""","""leave""","""divorce""","""marry""","""husband""","""become""","""craving""","""rage"""
2344,"""find""","""try""","""comedy""","""get""","""creative""","""merely""","""drama""","""tired""","""decide""","""type"""
2345,"""death""","""take""","""star""","""heroine""","""story""","""soon""","""send""","""lesson""","""leadership""","""commander"""
2346,"""shrink""","""direct""","""star""","""film""","""together""","""put""","""mullally""","""year""","""haywire""","""receive"""
2347,"""old""","""young""","""actor""","""ethic""","""win""","""work""","""rule""","""sweetheart""","""fortune""","""drinking"""
2348,"""man""","""young""","""city""","""woman""","""girl""","""seem""","""little""","""drive""","""day""","""voice"""
2349,"""horse""","""man""","""hire""","""make""","""whip""","""cart""","""nietzsche""","""story""","""couple""","""tale"""
2350,"""take""","""baby""","""get""","""offer""","""remake""","""movie""","""famous""","""proclaim""","""cyrus""","""pay"""
2351,"""unaware""","""sight""","""police""","""caribbean""","""vicious""","""set""","""boyfriend""","""flee""","""local""","""grower"""
2352,"""film""","""work""","""animation""","""burton""","""feature""","""disney""","""short""","""time""","""close""","""daughter"""
2353,"""man""","""tell""","""old""","""family""","""year""","""father""","""discover""","""seem""","""school""","""want"""
2354,"""take""","""offer""","""get""","""baby""","""truth""","""already""","""end""","""give""","""mother""","""lous"""
2355,"""film""","""ukrainian""","""approach""","""boy""","""storytelling""","""style""","""praise""","""alert""","""remarkable""","""traditional"""
2356,"""friend""","""invention""","""woman""","""young""","""local""","""plot""","""home""","""funeral""","""get""","""play"""
2357,"""man""","""woman""","""love""","""little""","""rise""","""battle""","""civil""","""great""","""nude""","""last"""
2358,"""get""","""reporter""","""job""","""mission""","""puss""","""back""","""lose""","""turn""","""thaw""","""use"""
2359,"""normal""","""family""","""film""","""friend""","""work""","""live""","""make""","""apartment""","""love""","""start"""
2360,"""child""","""music""","""documentary""","""nyhc""","""young""","""home""","""manage""","""want""","""native""","""lead"""
2361,"""find""","""fall""","""wilderness""","""geologist""","""map""","""diamond""","""tell""","""return""","""turn""","""long"""
2362,"""come""","""first""","""begin""","""doctor""","""show""","""practice""","""take""","""story""","""well""","""eventually"""
2363,"""want""","""derby""","""town""","""fall""","""life""","""go""","""meet""","""susan""","""plan""","""dance"""
2364,"""child""","""mad""","""home""","""czar""","""hold""","""begin""","""lead""","""wheat""","""friend""","""orphan"""
2365,"""renoir""","""gang""","""thief""","""george""","""nuit""","""director""","""world""","""brother""","""s""","""work"""
2366,"""female""","""hold""","""czar""","""mad""","""take""","""begin""","""first""","""look""","""find""","""keep"""
2367,"""meet""","""make""","""love""","""become""","""crossroad""","""musical""","""later""","""year""","""pair""","""turn"""
2368,"""film""","""man""","""wife""","""travel""","""project""","""local""","""play""","""husband""","""big""","""tear"""
2369,"""various""","""day""","""character""","""take""","""country""","""film""","""non""","""rise""","""part""","""travel"""
2370,"""become""","""puppet""","""man""","""pilot""","""try""","""work""","""young""","""war""","""however""","""new"""
2371,"""judge""","""drink""","""woman""","""effect""","""mother""","""daily""","""well""","""lecturer""","""harry""","""thing"""
2372,"""marian""","""marion""","""young""","""sister""","""hope""","""singing""","""find""","""relationship""","""cozily""","""career"""
2373,"""kill""","""soldier""","""german""","""try""","""take""","""force""","""village""","""location""","""block""","""ally"""
2374,"""film""","""tsunami""","""become""","""relationship""","""s""","""see""","""decide""","""find""","""begin""","""beloved"""
2375,"""summer""","""red""","""agenda""","""turn""","""collide""","""chazz""","""diversion""","""girl""","""simmer""","""enoch"""
2376,"""film""","""composer""","""life""","""show""","""class""","""public""","""recalcitrant""","""medical""","""suffer""","""conduct"""
2377,"""life""","""young""","""find""","""city""","""work""","""cultural""","""worker""","""activity""","""film""","""never"""
2378,"""woman""","""man""","""use""","""tale""","""plot""","""local""","""recreate""","""wealthy""","""unknown""","""sailor"""
2379,"""nounour""","""tell""","""fall""","""maurin""","""lead""","""lambert""","""grard""","""judge""","""inspector""","""get"""
2380,"""film""","""music""","""anti""","""catholicism""","""take""","""soul""","""feature""","""artist""","""record""","""veteran"""
2381,"""genuine""","""strange""","""direct""","""title""","""release""","""film""","""design""","""drunk""","""monk""","""show"""
2382,"""story""","""film""","""sexual""","""grade""","""age""","""explore""","""woman""","""love""","""move""","""daily"""
2383,"""story""","""hide""","""movie""","""wife""","""future""","""romance""","""intimate""","""ground""","""director""","""blend"""
2384,"""mother""","""become""","""double""","""man""","""baby""","""woman""","""begin""","""sing""","""take""","""also"""
2385,"""marriage""","""fall""","""adrian""","""piotr""","""mother""","""death""","""girl""","""leave""","""friend""","""loss"""
2386,"""take""","""move""","""fly""","""teach""","""want""","""rural""","""havoc""","""create""","""design""","""machine"""
2387,"""discover""","""castle""","""much""","""coat""","""dress""","""costume""","""buy""","""easy""","""meet""","""need"""
2388,"""woman""","""family""","""fall""","""much""","""age""","""yonosuke""","""love""","""turn""","""full""","""celebrate"""
2389,"""son""","""antoine""","""become""","""mother""","""love""","""young""","""care""","""lose""","""membership""","""race"""
2390,"""go""","""sing""","""wealthy""","""woman""","""camp""","""put""","""railroad""","""notorious""","""transpose""","""trial"""
2391,"""girl""","""boy""","""discover""","""planet""","""way""","""part""","""secret""","""school""","""kill""","""escape"""
2392,"""hester""","""go""","""prynne""","""marry""","""scarlet""","""fall""","""child""","""love""","""play""","""away"""
2393,"""segment""","""affair""","""gli""","""drug""","""lose""","""comedy""","""second""","""tenuous""","""young""","""dealer"""
2394,"""film""","""strangely""","""people""","""group""","""surrealistic""","""russian""","""come""","""assorted""","""together""","""aftermath"""
2395,"""story""","""movie""","""become""","""struggle""","""tv""","""begin""","""play""","""conclusion""","""avoid""","""protagonist"""
2396,"""love""","""find""","""life""","""also""","""young""","""woman""","""man""","""french""","""director""","""begin"""
2397,"""man""","""young""","""woman""","""murder""","""war""","""nazi""","""return""","""anarchy""","""mass""","""mutilation"""
2398,"""vampire""","""lead""","""brother""","""try""","""boy""","""kill""","""attempt""","""young""","""year""","""play"""
2399,"""social""","""crime""","""push""","""coach""","""husband""","""return""","""absence""","""murder""","""speed""","""storm"""
2400,"""seduce""","""film""","""comedy""","""take""","""old""","""ragged""","""heartbreak""","""convey""","""come""","""city"""
2401,"""state""","""actor""","""fall""","""new""","""meet""","""widow""","""heartbroken""","""bride""","""mental""","""wind"""
2402,"""woman""","""film""","""young""","""find""","""take""","""train""","""comedy""","""seduce""","""encounter""","""baek"""
2403,"""love""","""young""","""fall""","""find""","""social""","""man""","""give""","""old""","""film""","""figure"""
2404,"""make""","""controversial""","""look""","""cherished""","""children""","""figure""","""literature""","""love""","""assassination""","""foil"""
2405,"""tour""","""stone""","""take""","""spend""","""year""","""owen""","""soon""","""come""","""old""","""camera"""
2406,"""old""","""work""","""year""","""employee""","""way""","""mysterious""","""meet""","""undeniable""","""good""","""modeling"""
2407,"""life""","""wizard""","""power""","""man""","""love""","""go""","""end""","""story""","""social""","""accidentally"""
2408,"""keep""","""bad""","""change""","""machine""","""advance""","""discuss""","""spread""","""rineland""","""tactic""","""relentless"""
2409,"""old""","""leader""","""love""","""man""","""vault""","""straight""","""century""","""turn""","""discover""","""spot"""
2410,"""ghost""","""grudge""","""cast""","""serling""","""see""","""update""","""take""","""visit""","""never""","""great"""
2411,"""film""","""follow""","""government""","""entry""","""world""","""spectacular""","""melie""","""early""","""folk""","""volatile"""
2412,"""ghost""","""cast""","""grudge""","""live""","""decadent""","""provide""","""confused""","""find""","""hollywood""","""empty"""
2413,"""come""","""woman""","""investigate""","""case""","""murder""","""mysterious""","""young""","""play""","""man""","""dictatorial"""
2414,"""night""","""eventually""","""sinister""","""honest""","""owner""","""extort""","""righteous""","""girl""","""later""","""facade"""
2415,"""mother""","""come""","""live""","""group""","""love""","""territory""","""away""","""accompany""","""filmmaker""","""chantal"""
2416,"""s""","""country""","""call""","""kill""","""band""","""fall""","""woman""","""come""","""commit""","""group"""
2417,"""tale""","""rohmer""","""easily""","""friend""","""simulate""","""girl""","""act""","""relationship""","""appear""","""second"""
2418,"""family""","""struggle""","""first""","""complex""","""quality""","""friend""","""ranch""","""kill""","""play""","""mythical"""
2419,"""film""","""time""","""final""","""release""","""world""","""version""","""birth""","""whole""","""universe""","""science"""
2420,"""trading""","""company""","""island""","""work""","""persuade""","""hide""","""give""","""flee""","""charge""","""lingard"""
2421,"""discover""","""story""","""identity""","""love""","""limited""","""day""","""half""","""explanation""","""nondescript""","""room"""
2422,"""doctor""","""story""","""true""","""search""","""consider""","""immoral""","""cure""","""syphilli""","""drug""","""french"""
2423,"""life""","""whip""","""city""","""go""","""s""","""crash""","""find""","""ranch""","""decide""","""japanese"""
2424,"""world""","""romantic""","""date""","""never""","""easy""","""also""","""friend""","""dillard""","""local""","""boardwalk"""
2425,"""lead""","""move""","""take""","""submarine""","""general""","""french""","""city""","""daughter""","""emotional""","""old"""
2426,"""land""","""story""","""group""","""eye""","""rugby""","""common""","""happen""","""college""","""bitter""","""contest"""
2427,"""get""","""decide""","""set""","""labor""","""kill""","""friend""","""politic""","""gunman""","""corrupt""","""believe"""
2428,"""take""","""epic""","""film""","""stereotype""","""bomber""","""usual""","""disaster""","""craze""","""fill""","""early"""
2429,"""breed""","""gain""","""peasant""","""well""","""young""","""peer""","""school""","""low""","""try""","""live"""
2430,"""small""","""family""","""man""","""town""","""face""","""ranch""","""woman""","""local""","""find""","""son"""
2431,"""go""","""master""","""youth""","""detective""","""war""","""step""","""criminal""","""rob""","""munition""","""cop"""
